Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDR21,OUT045,2598.330434
NCW29,OUT035,2359.561431
FDO11,OUT013,4446.061639
NCM31,OUT049,2233.650707
FDV35,OUT019,415.3807743
FDF58,OUT017,1107.911863
NCE43,OUT049,3498.695043
FDA02,OUT035,2553.057643
DRL37,OUT010,139.8484204
FDR24,OUT018,1318.322878
FDW59,OUT049,1300.557847
FDS22,OUT049,699.3202203
FDW24,OUT017,818.0705971
FDU24,OUT035,1973.077573
FDA21,OUT027,4933.937874
FDH58,OUT027,2929.877851
FDW36,OUT018,1663.06645
FDI45,OUT027,4529.607817
FDU01,OUT018,3407.873222
FDF35,OUT027,2832.84214
FDU43,OUT019,4096.283553
FDE24,OUT019,343.2869453
FDK50,OUT049,540.2118626
FDG31,OUT045,1178.959299
FDC60,OUT045,1724.345542
FDL36,OUT013,1591.744677
FDP21,OUT013,3555.193749
FDW16,OUT045,1297.924607
FDX02,OUT017,5209.491609
FDQ58,OUT027,2006.030125
FDT51,OUT046,1809.945512
FDD59,OUT049,1435.657222
NCM42,OUT018,2676.809708
FDA57,OUT018,703.1822306
FDZ48,OUT035,201.840419
FDE46,OUT045,2087.996484
NCZ30,OUT019,1804.452043
FDB56,OUT017,3446.986337
FDA25,OUT027,2704.082835
FDD20,OUT013,2232.991994
FDL25,OUT013,1420.960781
NCO18,OUT049,2518.788773
FDJ45,OUT017,664.8373987
FDR12,OUT035,2969.988924
NCF19,OUT010,793.9901615
FDK25,OUT046,2819.468747
NCR17,OUT046,2108.482282
FDC52,OUT046,3991.581277
NCA54,OUT017,2537.734536
FDR45,OUT010,4051.74742
NCM19,OUT049,1941.815883
FDF39,OUT027,3915.688573
FDX23,OUT049,1306.736167
FDD58,OUT027,2746.347014
FDX28,OUT013,1378.906192
NCD31,OUT013,2771.876458
FDU57,OUT018,336.1403349
FDI27,OUT046,779.8321957
NCM42,OUT046,2676.809708
FDD32,OUT027,172.7944886
FDI34,OUT013,3511.866785
NCM29,OUT049,1881.796138
FDG46,OUT018,1809.890639
DRC01,OUT010,181.6965084
FDB15,OUT027,5624.927391
NCA17,OUT027,3591.291634
FDF10,OUT046,2966.758173
FDR26,OUT027,4626.105649
FDI02,OUT049,2915.133502
NCM54,OUT010,1785.990445
FDF14,OUT013,2413.923906
FDJ33,OUT010,281.1671864
FDM20,OUT035,4355.774967
FDC03,OUT027,5174.974619
NCX05,OUT046,1961.460162
NCM41,OUT027,2709.527201
NCU29,OUT010,2454.400977
FDQ59,OUT017,1310.381331
FDH46,OUT010,1671.291791
FDH09,OUT013,822.5370646
NCD06,OUT045,847.7157454
FDC15,OUT035,3904.343106
DRD37,OUT027,1500.926015
FDT28,OUT027,340.2505241
FDR28,OUT027,406.8762418
FDT38,OUT017,1301.719754
FDV34,OUT027,1364.910713
FDY52,OUT035,1785.099513
FDB34,OUT013,1629.47847
DRL23,OUT018,2480.337464
DRB24,OUT046,2103.883947
FDJ50,OUT046,1813.643152
FDQ49,OUT035,2609.471787
FDP20,OUT035,1916.794803
FDV19,OUT027,4350.935409
NCR54,OUT045,3257.218167
FDO09,OUT010,4592.165808
FDS57,OUT018,1985.078414
FDN10,OUT049,1995.721632
FDV23,OUT049,1874.136701
FDY28,OUT049,3761.258801
DRG51,OUT013,2389.848828
FDD45,OUT019,263.7253953
NCL18,OUT027,4872.58008
NCM29,OUT013,1881.796138
FDF17,OUT027,5108.849408
FDE22,OUT017,2361.139717
FDQ22,OUT017,665.412571
FDS01,OUT013,3115.573402
FDW35,OUT027,809.4764846
FDJ33,OUT046,281.1671864
NCF54,OUT035,2663.694913
FDE09,OUT013,1818.701016
NCE06,OUT045,2548.519774
DRH49,OUT049,1297.344135
FDY43,OUT045,2687.890745
NCT05,OUT017,4095.740649
FDZ34,OUT045,2711.203201
FDL38,OUT017,1545.553917
FDZ31,OUT017,3210.837286
FDR14,OUT035,180.5242872
NCN54,OUT049,1306.705518
NCC42,OUT027,3210.653204
FDK08,OUT017,1544.866989
FDP59,OUT013,1572.024681
FDV22,OUT035,3072.418495
FDD33,OUT035,3438.153968
DRE60,OUT027,5262.884625
FDK52,OUT046,4737.412098
FDA02,OUT017,2553.057643
FDM56,OUT049,1598.609448
FDE57,OUT035,2051.57987
FDM32,OUT045,1720.222509
NCQ30,OUT027,2817.203494
FDQ27,OUT027,1930.94527
FDT60,OUT027,2942.369549
FDU43,OUT049,4096.283553
NCO55,OUT035,1647.631507
FDG02,OUT045,2787.527871
FDJ28,OUT013,3311.898491
FDP40,OUT045,1862.544737
FDJ38,OUT045,3080.347178
NCC54,OUT017,720.7661666
NCZ41,OUT046,2060.09028
FDK38,OUT019,2352.38128
FDU52,OUT013,2610.202489
FDC40,OUT046,1192.741586
NCR30,OUT017,2090.389428
NCN18,OUT017,1646.684569
FDB50,OUT035,316.739319
FDG04,OUT013,3491.437052
FDR26,OUT035,4626.105649
NCT17,OUT018,2519.691926
FDX35,OUT027,3128.977242
FDS12,OUT046,3052.086793
NCZ29,OUT027,3166.531953
FDB38,OUT010,373.6403882
FDP12,OUT013,1554.918304
FDP22,OUT046,918.7226882
FDS26,OUT018,3967.649749
FDR52,OUT046,3273.002906
DRJ13,OUT046,2500.322199
FDU48,OUT027,1597.025173
FDE29,OUT035,1223.109942
NCT29,OUT049,1839.140738
DRK37,OUT018,3497.100332
FDK55,OUT046,1311.905814
FDR07,OUT046,1651.161669
FDO21,OUT027,544.0284682
FDK46,OUT049,4335.776306
FDB12,OUT045,1707.172358
FDT31,OUT027,2934.172821
FDJ33,OUT045,281.1671864
FDC26,OUT027,2038.540512
NCQ02,OUT045,3016.201304
FDP08,OUT010,2956.764696
FDB11,OUT027,4683.735715
FDV55,OUT013,2452.835099
FDW20,OUT049,1783.949446
NCJ18,OUT019,1687.857429
FDC41,OUT018,1038.854431
FDE14,OUT027,2663.035549
FDG35,OUT013,3429.548275
FDF45,OUT035,1973.549736
FDS19,OUT027,2246.821606
FDS58,OUT019,388.7633202
FDA26,OUT017,3957.719482
FDM32,OUT049,1720.222509
FDL45,OUT046,2218.549815
FDZ55,OUT049,2573.524979
FDY37,OUT049,2162.39342
FDO46,OUT046,547.8069885
FDQ60,OUT046,1912.017308
FDA19,OUT018,1790.707874
FDL15,OUT046,3914.758929
FDM10,OUT018,3000.35613
NCL05,OUT017,660.3944311
DRK49,OUT010,513.644522
NCE18,OUT027,5588.735366
FDG40,OUT049,650.8812972
DRI59,OUT045,3750.307089
FDK28,OUT035,4784.805506
NCD06,OUT019,847.7157454
FDO11,OUT019,4446.061639
FDK27,OUT046,1871.889087
FDT43,OUT027,1717.675199
FDD38,OUT018,1293.382105
FDA16,OUT049,4135.012714
FDL14,OUT027,2592.183072
NCM17,OUT049,798.9462279
FDD20,OUT045,2232.991994
FDA40,OUT045,1171.476818
FDL43,OUT045,1142.994623
FDV15,OUT045,1902.666573
FDE52,OUT046,1322.417758
NCL17,OUT010,416.2039628
NCJ31,OUT045,3508.229391
FDR60,OUT045,1140.045746
NCA18,OUT035,1713.013237
FDS21,OUT027,946.2579012
FDW09,OUT035,1323.159685
FDL26,OUT035,3314.002794
FDS47,OUT018,1302.407725
FDC39,OUT046,3414.525885
FDT51,OUT035,1809.945512
FDK40,OUT035,3886.327677
NCG19,OUT045,3011.475973
FDZ07,OUT046,1017.305161
FDF08,OUT027,1422.048462
FDO04,OUT013,840.6697898
FDK41,OUT018,1151.717417
FDP15,OUT049,3887.255977
NCD43,OUT018,2475.93491
NCP18,OUT013,2381.174301
FDZ51,OUT046,1573.031447
DRH13,OUT035,2530.527885
FDF38,OUT045,638.3424566
NCI43,OUT045,748.1188231
FDM38,OUT027,2032.825779
FDS03,OUT013,1054.967462
DRJ47,OUT017,2965.654568
FDT50,OUT010,252.371206
FDV02,OUT046,2668.175792
NCG18,OUT017,1738.792425
FDW52,OUT046,3272.202037
FDS40,OUT035,661.9152353
FDN31,OUT017,2775.920312
FDA37,OUT045,1783.735039
FDA15,OUT046,3848.275801
FDL39,OUT046,2633.159849
FDJ53,OUT045,1614.869451
FDX22,OUT013,516.8037178
NCZ42,OUT045,3253.810455
FDD56,OUT027,4358.782455
FDD40,OUT017,2969.327769
FDS50,OUT013,4046.673516
NCN14,OUT013,2821.743608
FDT15,OUT013,3057.486414
NCS18,OUT027,2702.92144
NCO26,OUT010,2749.400738
FDF58,OUT018,1107.911863
NCB19,OUT013,1701.443382
FDH26,OUT017,2072.759207
DRB24,OUT027,2103.883947
FDA49,OUT018,1331.105529
FDB32,OUT045,1494.23993
FDI36,OUT017,2906.879806
NCA17,OUT010,3591.291634
FDH22,OUT013,2107.381566
NCM26,OUT018,2219.213332
FDT15,OUT027,3057.486414
FDB16,OUT018,1240.971958
NCP54,OUT027,1993.970612
FDJ36,OUT013,1694.397226
FDO28,OUT045,1623.000831
FDU09,OUT013,868.7426202
FDF29,OUT017,1986.373975
FDY08,OUT013,2258.853903
DRJ59,OUT018,593.1919128
FDT23,OUT027,2247.263595
FDU15,OUT018,609.8688654
FDT47,OUT013,1709.019319
FDI53,OUT019,2225.172262
FDR59,OUT018,3318.572824
FDD53,OUT035,709.4246972
FDY51,OUT017,3197.747679
FDT04,OUT049,620.7719578
FDU51,OUT049,3247.747726
FDG14,OUT035,2844.079785
NCU06,OUT045,3730.99412
DRG25,OUT046,3020.026098
DRH49,OUT035,1297.344135
FDN15,OUT035,1951.613147
FDL43,OUT018,1142.994623
NCT18,OUT049,3854.210344
NCB31,OUT013,3934.906711
FDK57,OUT035,1798.217913
FDY04,OUT019,2317.090454
NCP54,OUT046,1993.970612
FDF41,OUT013,4106.97238
FDM01,OUT045,1804.744026
FDW03,OUT045,293.4073968
FDF28,OUT045,1865.52699
FDY37,OUT017,2162.39342
FDQ03,OUT017,5467.643439
FDP51,OUT027,1879.821655
FDJ40,OUT017,1461.70165
FDC32,OUT049,1358.525089
DRI49,OUT027,1433.579264
NCW54,OUT017,877.6227944
FDF09,OUT017,672.5035662
FDP45,OUT018,3822.796302
DRJ23,OUT018,3025.592445
FDS59,OUT017,2121.966229
FDY08,OUT046,2258.853903
FDX16,OUT049,2973.29307
FDY16,OUT018,2949.821605
FDK32,OUT035,2567.54928
FDQ22,OUT013,665.412571
NCC31,OUT018,4060.744891
FDG58,OUT049,3894.884659
DRF48,OUT013,584.0684368
DRH36,OUT049,1089.773564
NCR30,OUT035,2090.389428
FDB03,OUT019,622.144496
FDZ28,OUT027,2989.834312
FDR35,OUT017,2831.341954
DRD15,OUT027,3216.955251
FDJ33,OUT019,281.1671864
FDA56,OUT010,1567.431319
FDP56,OUT046,850.6866994
NCT30,OUT046,764.4845619
FDK15,OUT017,1825.82219
FDH44,OUT018,2039.22087
FDV01,OUT013,2489.326581
DRG03,OUT017,2387.105326
FDG50,OUT027,2545.550716
FDR16,OUT010,3329.268488
FDZ60,OUT046,1400.643644
DRG03,OUT045,2387.105326
FDS56,OUT018,3593.989652
FDU33,OUT045,865.5922683
DRD27,OUT035,1354.174902
FDW22,OUT046,3043.434544
DRA24,OUT045,2415.832192
FDF38,OUT049,638.3424566
FDX48,OUT013,3957.711086
FDS58,OUT018,388.7633202
FDC32,OUT046,1358.525089
NCQ29,OUT045,3526.949348
DRK39,OUT018,1362.481919
NCS38,OUT017,1904.430776
DRO47,OUT013,2172.24775
DRG27,OUT027,727.3786089
FDC57,OUT027,3299.229366
FDS55,OUT046,2569.018163
NCJ06,OUT018,2191.791131
FDO01,OUT019,337.0996355
NCM55,OUT045,4231.200645
FDC52,OUT049,3991.581277
FDQ15,OUT045,1340.669819
NCT30,OUT027,764.4845619
NCR42,OUT027,141.346928
FDD28,OUT035,180.7930054
FDQ34,OUT049,1528.015423
FDZ12,OUT027,3027.713569
DRE13,OUT019,1431.969866
NCN07,OUT019,2148.424246
FDM28,OUT035,2767.964403
FDI10,OUT017,2881.271224
FDQ25,OUT013,2400.03671
FDA38,OUT010,3770.775381
DRI13,OUT049,3645.039396
FDY20,OUT027,2464.498706
NCZ53,OUT035,3118.868508
NCM31,OUT013,2233.650707
DRB01,OUT017,503.8757199
DRF37,OUT046,4102.66171
NCF42,OUT049,2880.622656
FDF16,OUT018,2254.385599
FDB41,OUT013,681.1893756
FDR34,OUT013,4132.914675
FDR15,OUT018,2185.650801
NCV42,OUT019,327.2074362
FDW51,OUT035,3438.196365
FDU36,OUT017,1747.108467
FDX60,OUT049,1274.126955
FDY03,OUT035,2025.429638
FDW55,OUT045,4265.899974
FDT01,OUT010,602.5703412
FDG58,OUT013,3894.884659
FDK21,OUT017,4329.680765
NCS41,OUT019,3001.20147
FDS10,OUT045,3188.799106
NCT53,OUT046,2567.461361
FDJ28,OUT018,3311.898491
FDX44,OUT045,1240.681176
FDT20,OUT018,150.6717872
FDO44,OUT017,1854.606691
NCX17,OUT049,3053.05631
FDY01,OUT017,1927.010126
FDJ12,OUT027,4948.987428
DRK35,OUT018,647.7461376
FDD47,OUT019,406.9805692
NCM53,OUT035,287.6495512
FDO45,OUT013,208.3224973
NCM42,OUT010,2676.809708
FDE04,OUT046,2782.650349
NCI30,OUT027,752.6637325
FDZ19,OUT013,2225.691037
FDW57,OUT013,2991.804525
FDA25,OUT013,2704.082835
FDT22,OUT046,1016.928951
FDP51,OUT013,1879.821655
FDD48,OUT027,217.5874734
FDY39,OUT035,3089.263704
FDO48,OUT010,554.4724283
FDD23,OUT027,3441.515672
DRN35,OUT027,1475.483583
FDT01,OUT035,602.5703412
FDC20,OUT010,184.2255019
DRJ35,OUT035,1103.600456
FDB32,OUT046,1494.23993
FDL24,OUT046,3111.536903
NCV42,OUT035,327.2074362
FDZ46,OUT046,2911.158188
FDC15,OUT013,3904.343106
FDD08,OUT019,143.2319882
FDY50,OUT049,1367.900454
FDD36,OUT013,2020.4332
FDG57,OUT027,1743.602938
FDL21,OUT018,692.9698811
FDN16,OUT027,2617.366147
FDJ09,OUT027,1544.818222
FDS01,OUT010,3115.573402
FDV33,OUT017,4026.074549
DRE12,OUT017,1531.054632
FDR07,OUT013,1651.161669
FDP48,OUT010,415.2551978
NCB55,OUT035,857.9533585
FDQ08,OUT013,1018.588262
FDR34,OUT035,4132.914675
FDO33,OUT046,1841.468713
FDP13,OUT045,761.9374795
FDX12,OUT049,2932.37491
NCT06,OUT049,2640.246716
FDR16,OUT019,3329.268488
FDE36,OUT046,511.6806486
FDZ36,OUT049,3378.535115
FDV13,OUT045,1461.259505
NCZ17,OUT035,700.0406824
FDU56,OUT045,2674.197608
FDM09,OUT035,468.3038514
FDV02,OUT017,2668.175792
FDS34,OUT018,1613.277914
FDA11,OUT049,314.9554991
FDP09,OUT017,3691.306209
FDB29,OUT027,2731.466833
FDT19,OUT017,2922.944013
DRH15,OUT017,795.234458
FDY38,OUT046,5373.830799
FDF14,OUT027,2413.923906
FDN48,OUT010,195.3773763
FDQ12,OUT013,495.5626877
NCJ43,OUT045,2928.366041
FDE17,OUT019,343.8306254
FDB05,OUT035,4728.365903
FDH10,OUT045,1695.839358
NCR06,OUT017,687.5094765
FDU32,OUT018,1914.655937
FDD56,OUT049,4358.782455
FDO36,OUT018,2781.820848
FDH16,OUT010,1312.539615
FDX10,OUT018,675.6982451
FDZ37,OUT017,1587.830316
FDU31,OUT010,5103.222044
DRC49,OUT049,2094.083797
FDL15,OUT045,3914.758929
FDN32,OUT019,521.9141071
DRH59,OUT027,1049.156947
NCU29,OUT049,2454.400977
FDR37,OUT019,582.3262026
FDS14,OUT018,2169.433745
FDU02,OUT027,5202.844657
FDJ08,OUT035,4893.788952
NCZ06,OUT045,3311.009712
FDO31,OUT049,1281.312313
FDH31,OUT018,1252.157806
FDS58,OUT017,388.7633202
NCA53,OUT027,1703.295155
FDF50,OUT046,2937.310192
NCW42,OUT049,3579.565408
NCQ17,OUT045,2389.815933
FDK51,OUT018,4020.882044
NCW41,OUT010,422.3933239
NCR29,OUT017,830.8872068
FDB08,OUT019,394.3404876
FDA40,OUT027,1171.476818
FDL14,OUT018,2592.183072
FDB47,OUT046,2500.187989
FDO03,OUT035,3771.874363
DRK13,OUT019,449.7624848
FDX13,OUT010,672.4498344
FDF52,OUT046,3187.246521
FDT11,OUT013,615.5287244
FDB08,OUT013,394.3404876
FDQ28,OUT018,2584.556079
FDD29,OUT045,4823.394664
NCQ29,OUT027,3526.949348
NCO02,OUT013,984.6610594
FDR56,OUT010,2588.173469
NCM54,OUT049,1785.990445
FDP51,OUT035,1879.821655
FDT38,OUT013,1301.719754
FDZ20,OUT018,2896.54376
FDJ53,OUT013,1614.869451
FDX13,OUT049,672.4498344
FDP58,OUT035,3562.125223
NCK31,OUT019,910.3846736
FDA35,OUT018,1566.611602
FDV37,OUT018,2641.095855
NCO07,OUT027,3750.041115
FDA20,OUT045,2822.841785
FDZ59,OUT035,3229.224458
NCY17,OUT017,796.1699763
FDQ28,OUT035,2584.556079
FDV35,OUT017,415.3807743
FDQ36,OUT013,720.7698638
FDD34,OUT018,3976.506664
FDK51,OUT045,4020.882044
FDV31,OUT035,4569.88151
FDR04,OUT035,1536.058764
FDR14,OUT049,180.5242872
DRC36,OUT010,2983.699824
FDE39,OUT019,306.4822336
FDP57,OUT049,1640.254542
FDE57,OUT046,2051.57987
NCN18,OUT046,1646.684569
NCQ05,OUT018,2359.827307
FDW47,OUT035,1852.791534
FDV46,OUT035,2075.405196
NCP29,OUT045,1052.133171
FDE09,OUT018,1818.701016
NCU06,OUT027,3730.99412
FDT19,OUT010,2922.944013
DRF15,OUT017,341.0901
DRI51,OUT013,2726.539802
NCX54,OUT013,1780.649461
DRE01,OUT013,4393.871303
NCB07,OUT045,2606.834945
FDU50,OUT035,1624.808974
FDG40,OUT035,650.8812972
FDW10,OUT018,447.7627897
FDX51,OUT013,2785.655896
NCP17,OUT045,1145.667195
FDP21,OUT035,3555.193749
FDL04,OUT045,264.7753475
FDV23,OUT013,1874.136701
FDF24,OUT046,1508.276143
FDH56,OUT027,2105.827061
FDB51,OUT049,972.873842
FDI58,OUT027,2504.967898
FDR20,OUT013,864.7173618
FDC51,OUT018,2032.051256
FDB16,OUT027,1240.971958
FDE40,OUT049,895.8254886
NCM17,OUT035,798.9462279
FDU56,OUT035,2674.197608
FDS32,OUT019,2131.004846
FDX02,OUT049,5209.491609
FDT39,OUT027,2207.468519
FDE35,OUT017,841.7088765
NCI42,OUT019,509.9262604
DRL23,OUT046,2480.337464
FDA10,OUT046,1987.677432
FDA11,OUT013,314.9554991
NCM06,OUT046,2333.592904
NCT05,OUT035,4095.740649
NCQ02,OUT010,3016.201304
NCY06,OUT049,2075.377943
FDY56,OUT035,5119.768816
FDL02,OUT035,2222.477203
NCI06,OUT035,433.3177942
FDQ14,OUT045,2189.299631
FDQ12,OUT017,495.5626877
FDP36,OUT046,836.3972973
FDK21,OUT027,4329.680765
FDO40,OUT045,2635.794561
NCK54,OUT019,1961.026289
FDY09,OUT018,3528.238271
NCW30,OUT049,4000.639833
NCC55,OUT027,149.3702093
FDE58,OUT018,2059.498729
FDR39,OUT013,4876.388539
FDU28,OUT049,3081.386628
FDH08,OUT017,3920.239407
FDG35,OUT045,3429.548275
FDG22,OUT049,676.9962027
FDC34,OUT035,3066.653836
FDP15,OUT018,3887.255977
FDK34,OUT010,575.1545587
FDU45,OUT035,2231.472356
FDQ04,OUT027,1517.267878
FDX22,OUT018,516.8037178
FDB45,OUT017,1731.032521
NCH43,OUT027,4886.963501
DRE60,OUT046,5262.884625
FDD17,OUT027,3437.564647
NCM54,OUT017,1785.990445
NCH55,OUT013,1847.204608
NCT06,OUT017,2640.246716
FDA48,OUT027,3407.033057
FDY58,OUT027,5512.654541
FDO25,OUT045,3229.440572
FDN50,OUT045,1451.105763
FDH35,OUT035,2177.286061
FDK09,OUT045,4083.749017
FDO16,OUT013,1725.095147
FDW11,OUT045,1020.740568
FDU47,OUT027,3341.020506
NCQ42,OUT010,273.112778
FDK55,OUT027,1311.905814
FDN08,OUT049,1858.930307
FDT57,OUT045,2532.205268
FDJ12,OUT018,4948.987428
DRL59,OUT017,806.7869025
NCN53,OUT046,878.3335456
FDO51,OUT010,864.8553752
FDK56,OUT017,3157.754406
FDY12,OUT035,792.7629697
FDU15,OUT035,609.8688654
FDQ19,OUT046,3898.238419
DRF15,OUT045,341.0901
DRE25,OUT019,230.2852878
FDK57,OUT018,1798.217913
FDD33,OUT010,3438.153968
FDR34,OUT027,4132.914675
FDU04,OUT045,1866.189383
FDE35,OUT019,841.7088765
NCD31,OUT035,2771.876458
FDJ56,OUT035,1923.775967
NCU53,OUT046,4147.892251
FDD39,OUT035,3470.569192
NCU17,OUT019,275.0540622
FDJ20,OUT046,1875.569873
NCW41,OUT018,422.3933239
FDL52,OUT035,813.116563
FDS39,OUT035,2179.819965
DRJ47,OUT045,2965.654568
FDP13,OUT010,761.9374795
DRK39,OUT010,1362.481919
FDF28,OUT010,1865.52699
FDB09,OUT045,3225.324441
FDM51,OUT046,297.5135568
DRM49,OUT018,699.751164
DRF23,OUT013,2698.622865
DRH01,OUT035,2925.697602
FDH12,OUT027,1653.930228
FDA28,OUT019,283.2567027
FDW37,OUT018,1248.372385
FDF02,OUT046,1766.520463
DRL37,OUT046,139.8484204
NCF43,OUT046,1877.171399
FDH08,OUT010,3920.239407
FDR34,OUT019,4132.914675
NCK19,OUT049,3596.719054
NCD55,OUT018,615.7901869
FDT27,OUT049,3341.757007
FDQ57,OUT045,2114.434234
FDA47,OUT035,2675.374837
DRG15,OUT027,1989.658534
FDE05,OUT018,1918.227869
FDN46,OUT046,1702.743343
FDX27,OUT027,1454.969303
FDT51,OUT045,1809.945512
FDU33,OUT013,865.5922683
FDJ16,OUT027,1887.690546
FDD20,OUT019,2232.991994
FDT36,OUT049,692.8660513
DRF15,OUT027,341.0901
FDN52,OUT010,1227.733364
FDC22,OUT027,3340.690305
FDX15,OUT045,2797.519246
FDT13,OUT013,3309.397346
FDU04,OUT017,1866.189383
FDU31,OUT019,5103.222044
FDW59,OUT027,1300.557847
NCO29,OUT046,2620.4013
FDL15,OUT035,3914.758929
FDI41,OUT049,2560.621338
FDQ48,OUT049,1851.410241
DRI39,OUT013,890.4036546
FDI08,OUT013,4235.531106
FDC21,OUT049,1733.52055
FDF58,OUT035,1107.911863
FDS08,OUT010,2417.985971
FDE47,OUT045,1926.833454
NCP18,OUT019,2381.174301
NCR41,OUT013,1623.831647
FDA27,OUT013,3294.937525
FDA43,OUT035,3178.013553
FDA49,OUT045,1331.105529
NCE55,OUT018,2770.526936
DRM49,OUT027,699.751164
FDF22,OUT027,4923.879356
FDQ15,OUT018,1340.669819
NCS54,OUT017,3462.787423
NCY05,OUT013,141.332875
FDR45,OUT046,4051.74742
FDK57,OUT049,1798.217913
FDF41,OUT010,4106.97238
FDV21,OUT046,379.0401084
FDD51,OUT046,711.1250135
FDF33,OUT046,1933.186116
FDA38,OUT046,3770.775381
FDR56,OUT045,2588.173469
NCN41,OUT017,2084.058877
FDC60,OUT027,1724.345542
FDB47,OUT045,2500.187989
DRH01,OUT013,2925.697602
FDW08,OUT046,1566.832734
FDF38,OUT027,638.3424566
FDY32,OUT017,2801.888635
FDG34,OUT049,1891.216534
FDG47,OUT019,559.9734147
NCF18,OUT035,3141.241431
FDL39,OUT019,2633.159849
NCH55,OUT035,1847.204608
DRJ35,OUT049,1103.600456
FDS44,OUT035,4083.263884
DRE01,OUT018,4393.871303
FDY39,OUT013,3089.263704
FDY32,OUT018,2801.888635
FDR33,OUT027,2954.16985
NCP50,OUT049,1263.698123
FDZ47,OUT018,1460.405127
FDU57,OUT049,336.1403349
FDY44,OUT013,2939.975539
DRH59,OUT018,1049.156947
FDB03,OUT027,622.144496
FDY46,OUT045,2615.510438
FDM39,OUT045,2161.885039
FDY36,OUT035,1260.618206
NCM55,OUT035,4231.200645
FDJ50,OUT010,1813.643152
DRL60,OUT013,2378.926131
NCJ54,OUT049,3943.335598
FDX59,OUT017,538.5790555
FDI07,OUT013,3361.407878
DRF51,OUT010,148.7380239
FDM14,OUT017,1532.989973
FDP21,OUT045,3555.193749
FDE40,OUT035,895.8254886
FDE05,OUT035,1918.227869
FDM13,OUT027,2861.83508
FDC34,OUT027,3066.653836
NCI55,OUT018,1777.059113
NCE43,OUT018,3498.695043
FDW58,OUT018,1765.267183
FDG60,OUT045,3546.147222
FDV31,OUT017,4569.88151
FDR47,OUT013,2742.829637
FDM60,OUT019,132.8685938
NCF06,OUT018,3045.242896
NCN26,OUT027,2039.747649
FDQ59,OUT049,1310.381331
FDF09,OUT046,672.5035662
NCS06,OUT017,4025.406511
FDT44,OUT046,1718.506191
FDI19,OUT017,3775.326417
FDT22,OUT017,1016.928951
NCF54,OUT027,2663.694913
DRG25,OUT045,3020.026098
FDB59,OUT017,2884.107741
FDQ37,OUT017,3506.410952
FDP56,OUT035,850.6866994
FDW44,OUT035,2444.496949
FDJ26,OUT010,534.8622494
FDU43,OUT018,4096.283553
FDW33,OUT045,272.8528652
NCX53,OUT027,2466.458213
FDN56,OUT010,421.525135
DRF15,OUT049,341.0901
FDO33,OUT017,1841.468713
FDZ39,OUT010,240.3544887
NCJ19,OUT017,1130.982868
FDU01,OUT035,3407.873222
FDT12,OUT035,3890.264542
NCM18,OUT018,901.3726966
FDP19,OUT017,1723.445161
NCR42,OUT049,141.346928
FDN10,OUT046,1995.721632
FDG44,OUT017,900.1021005
FDQ10,OUT046,2716.683006
DRH13,OUT049,2530.527885
FDT52,OUT013,5524.562478
FDM56,OUT045,1598.609448
NCO43,OUT010,309.9762843
NCV29,OUT035,2353.934104
NCF06,OUT013,3045.242896
FDO50,OUT035,1465.830417
FDT59,OUT013,4347.849082
FDX40,OUT027,1541.220783
FDE50,OUT017,3679.933096
FDX51,OUT017,2785.655896
NCD30,OUT018,1458.078087
FDK15,OUT013,1825.82219
FDL12,OUT045,1209.677185
FDK46,OUT017,4335.776306
DRH49,OUT010,1297.344135
FDQ57,OUT046,2114.434234
FDY59,OUT017,172.918208
FDO09,OUT018,4592.165808
NCG30,OUT035,1832.822288
FDM09,OUT017,468.3038514
NCN17,OUT027,2731.524916
NCS42,OUT013,1463.435413
FDD02,OUT019,303.6222396
FDE34,OUT013,514.1726949
FDU38,OUT045,2912.687655
FDB33,OUT046,412.2031234
NCJ29,OUT017,1329.068559
FDZ27,OUT035,860.0883633
FDI40,OUT013,2672.301142
FDG22,OUT013,676.9962027
FDT51,OUT017,1809.945512
FDF20,OUT018,3057.14553
FDV50,OUT035,1700.608436
FDT02,OUT049,681.9877406
DRC49,OUT017,2094.083797
FDF26,OUT049,2491.468681
FDV52,OUT035,241.8690919
FDX59,OUT049,538.5790555
FDV25,OUT035,4420.721691
FDW23,OUT027,751.7667922
FDE53,OUT018,1399.192148
FDA19,OUT017,1790.707874
FDH22,OUT046,2107.381566
NCO41,OUT013,1588.746489
FDX12,OUT017,2932.37491
FDF17,OUT013,5108.849408
FDS11,OUT045,3656.167678
FDR51,OUT035,2655.293488
FDT49,OUT010,233.0503481
FDC56,OUT013,1930.104947
FDR13,OUT027,1907.745655
FDQ60,OUT035,1912.017308
FDN38,OUT049,4179.803733
NCL29,OUT013,2402.567461
FDO13,OUT027,4121.362415
FDE26,OUT018,2148.040831
FDA31,OUT010,3040.586524
FDX14,OUT035,1340.434402
FDA34,OUT045,3582.209689
FDF26,OUT013,2491.468681
FDE38,OUT045,2807.687981
DRI11,OUT046,2147.810828
FDQ60,OUT027,1912.017308
FDL21,OUT027,692.9698811
DRC12,OUT027,3125.173677
FDC47,OUT046,4702.580246
FDE57,OUT045,2051.57987
FDT14,OUT045,2217.759606
NCZ53,OUT046,3118.868508
FDE28,OUT018,5340.81377
FDR19,OUT035,2716.636728
NCF54,OUT019,2663.694913
FDZ08,OUT046,1222.477847
